x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
A5304,A0,A1,A0,A0,72.0,A0,A2,A2,A2,A2,A1,A3,25.4,A0
A5305,A1,A1,A0,A0,,A2,A0,A0,A1,A1,A0,A2,95.0,A1
A5306,A0,A0,A1,A1,68.0,A2,A2,A2,A2,A2,A1,A3,19.95,A0
A5307,A1,A0,A1,A0,61.0,A0,A2,A2,A2,A2,A1,A3,25.3,A0
A5308,A1,A0,A1,A0,3.0,A2,A2,A2,A2,A2,A0,A0,19.6,A0
,A0,A0,A1,A1,72.0,A0,A0,A0,A1,A1,A2,A1,104.45,A0
A5310,A1,A0,A0,A0,8.0,A2,A1,A0,A0,A1,A0,A0,64.1,A0
A5311,A1,A0,A0,A0,7.0,A2,A0,A0,A0,A0,A0,A3,69.85,A0
A5312,A1,A0,A1,A0,3.0,A2,A2,A2,A2,A2,A0,A0,19.9,A0
A5313,A1,A0,A1,A1,43.0,A2,A1,A0,A0,A0,A0,A0,50.2,A0
A5314,A0,A1,A0,A0,13.0,A2,A1,A0,A1,A0,A0,A2,59.9,A0
A5315,A0,A0,A0,A1,6.0,A0,A2,A2,A2,A2,A0,A0,26.35,A0
A5316,A1,A0,A1,A0,42.0,A0,A0,A0,A0,A0,A0,A1,85.9,A0
A5317,A0,A1,A1,A0,71.0,A0,A0,A1,A1,A1,A1,A3,115.05,A0
A5318,A0,A0,A1,A1,1.0,A2,A2,A2,A2,A2,A2,A2,20.2,A0
A5319,A1,A0,A0,A1,53.0,A0,A1,A0,A1,A1,A2,A2,84.6,A0
A5320,A1,A1,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,73.0,A1
A5321,A1,A0,A0,A0,21.0,A2,A2,A2,A2,A2,A1,A1,20.85,A0
A5322,A1,A0,A1,A0,57.0,A0,A0,A0,A1,A1,A0,A1,104.5,A1
A5323,A0,A1,A0,A0,68.0,A2,A2,A2,A2,A2,A1,A1,20.0,A0
A5324,A1,A0,A0,A0,,A0,A0,A0,A1,A1,A0,A3,100.15,A1
A5325,A1,A0,A0,A0,12.0,A0,A0,A1,A0,A1,A0,A3,99.7,A1
A5326,A0,A0,A1,A1,69.0,A2,A1,A1,A1,A0,A1,A3,75.75,
A5327,A1,A0,A1,A1,,A0,A0,A1,A1,A1,A0,A2,112.95,A0
A5328,A0,A1,A1,A0,68.0,A1,A1,A1,A0,A0,A1,A2,41.95,A0
A5329,A0,A0,A0,A0,37.0,A0,A0,A0,A1,A1,A2,A1,104.5,A0
A5330,A1,A0,A1,A0,15.0,A0,A2,A2,A2,A2,A1,A0,25.2,A0
A5331,A0,A0,A0,A0,2.0,A0,A0,A0,A0,A0,A0,A2,82.0,A1
A5332,A0,A0,A1,A1,,A2,A2,A2,A2,A2,A2,A0,19.65,A0
A5333,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.25,A1
A5334,A1,A0,A0,A0,1.0,A1,A1,A0,A0,A0,A0,A2,24.6,A1
,A1,A0,A0,A0,42.0,A0,A1,A1,A0,A0,A2,A3,60.15,A0
A5336,A0,A0,A1,A1,63.0,A1,A1,A0,A0,A0,A1,A3,39.35,A0
A5337,A1,A0,A1,A1,71.0,A1,A1,A1,A1,A1,A1,A0,58.65,A0
A5338,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,19.75,A1
,A1,A0,A0,A0,72.0,A0,A0,A0,A1,A1,A1,A1,108.05,A0
,A0,A0,A1,A1,49.0,A0,A0,A0,A1,A0,A0,A2,84.5,A1
A5341,A1,A0,A1,A0,50.0,A0,A0,A1,A1,A1,A2,A2,108.55,A1
A5342,A1,A0,A1,A0,71.0,A0,A2,A2,A2,A2,A1,A1,25.95,A0
A5343,A1,A0,A1,A1,4.0,A2,A1,A0,A0,A0,A0,A0,56.5,A1
A5344,A1,A0,A1,A0,69.0,A0,A2,A2,A2,A2,A1,A1,24.95,A0
A5345,A0,A0,A0,A0,52.0,A2,A0,A1,A1,A0,A2,A2,91.25,
A5346,A1,A1,A1,A1,61.0,A0,A1,A0,A1,A0,A2,A2,65.2,A0
A5347,A1,A1,A0,A0,20.0,A0,A0,A1,A0,A0,A0,A2,79.15,A1
,A1,A0,A1,A1,30.0,A2,A1,A0,A1,A0,A2,A2,64.5,A0
A5349,A1,A1,A1,A0,1.0,A0,A0,A0,A1,A1,A0,A2,100.8,A1
,A1,A0,A1,A0,2.0,A2,A1,A1,A0,A1,A0,A0,62.15,A0
A5351,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.3,A1
A5352,A1,A0,A1,A1,55.0,A2,A1,A1,A0,A0,A0,A2,55.7,A0
A5353,A1,A0,A1,A1,72.0,A1,A1,A1,A1,A1,A1,A3,65.7,A0
A5354,A1,A0,A0,A0,26.0,A2,A0,A0,A0,A0,A0,A1,69.05,A0
A5355,A1,A0,A0,A0,3.0,A0,A1,A0,A1,A0,A0,A2,64.6,A0
A5356,A0,A0,A1,A0,49.0,A2,A0,A0,A1,A0,A0,A1,85.3,A0
A5357,A0,A0,A1,A1,13.0,A0,A2,A2,A2,A2,A2,A3,24.5,A0
A5358,A1,A0,A0,A1,15.0,A2,A2,A2,A2,A2,A2,A0,19.65,A0
A5359,A0,A0,A1,A1,72.0,A0,A0,A1,A0,A1,A1,A1,104.9,A0
A5360,A1,A0,A1,A1,23.0,A0,A2,A2,A2,A2,A1,A0,25.1,A0
A5361,A1,A0,A0,A0,47.0,A2,A0,A1,A0,A0,A0,A1,75.45,A0
A5362,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.4,A0
A5363,A1,A0,A1,A1,41.0,A0,A1,A1,A1,A0,A2,A1,78.35,A0
A5364,A1,A0,A1,A0,70.0,A0,A0,A0,A1,A1,A1,A2,110.5,A0
A5365,A1,A0,A0,A0,50.0,A0,A0,A0,A1,A1,A0,A2,95.7,A0
,A0,A0,A1,A1,27.0,A0,A0,A0,A0,A0,A0,A1,85.2,A0
A5367,A1,A0,A1,A0,57.0,A2,A2,A2,A2,A2,A1,A3,19.6,A0
A5368,A0,A0,A0,A0,12.0,A2,A1,A0,A1,A0,A2,A2,59.8,A1
A5369,A0,A0,A1,A1,11.0,A2,A0,A0,A1,A1,A0,A2,90.6,A0
,A0,A0,A0,A0,16.0,A0,A1,A0,A0,A0,A0,A2,55.3,A0
A5371,A1,A0,A1,A1,58.0,A1,A1,A1,A1,A1,A1,A0,59.75,A0
A5372,A0,A0,A1,A1,71.0,A0,A0,A1,A1,A1,A1,A3,116.05,A0
A5373,A1,A0,A0,A0,29.0,A1,A1,A1,A0,A0,A2,A1,39.5,A0
A5374,A0,A0,A1,A1,38.0,A2,A1,A1,A1,A1,A1,A1,81.0,A0
A5375,A1,A0,A0,A1,67.0,A0,A0,A0,A1,A1,A1,A2,104.0,A0
A5376,A1,A1,A1,A0,23.0,A2,A0,A1,A1,A1,A0,A2,95.1,A0
A5377,A0,A0,A0,A0,1.0,A0,A0,A0,A1,A1,A0,A2,101.45,A1
A5378,A1,A1,A1,A0,20.0,A2,A0,A0,A1,A1,A2,A3,91.0,A0
A5379,A0,A0,A1,A0,59.0,A0,A0,A1,A1,A1,A2,A2,110.15,A1
A5380,A0,A0,A1,A0,3.0,A1,A1,A0,A0,A1,A0,A2,35.15,A1
A5381,A1,A0,A1,A1,14.0,A2,A2,A2,A2,A2,A1,A0,18.8,A0
A5382,A0,A1,A0,A0,52.0,A1,A1,A1,A1,A1,A0,A1,48.8,
A5383,A1,A0,A1,A1,72.0,A2,A1,A1,A1,A0,A1,A1,70.65,A0
A5384,A0,A0,A0,A0,58.0,A0,A2,A2,A2,A2,A1,A1,25.3,A0
A5385,A1,A0,A0,A0,22.0,A2,A2,A2,A2,A2,A2,A0,19.25,A0
A5386,A1,A0,A0,A1,40.0,A2,A1,A1,A1,A0,A0,A1,64.1,A0
A5387,A1,A0,A0,A0,47.0,A2,A1,A0,A1,A1,A1,A0,74.45,A0
,A0,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A0,44.3,A0
A5389,A0,A1,A1,A0,70.0,A0,A1,A1,A1,A1,A1,A1,88.55,A0
A5390,A1,A0,A0,A0,5.0,A2,A2,A2,A2,A2,A0,A1,19.85,A1
,A0,A0,A1,A1,41.0,A2,A1,A1,A0,A0,A2,A3,60.3,A0
A5392,A1,A1,A0,A0,41.0,A2,A0,A0,A1,A1,A2,A3,101.1,A0
A5393,A0,A0,A0,A1,53.0,A2,A0,A1,A0,A1,A2,A2,95.95,A0
A5394,A1,A0,A1,A1,35.0,A0,A2,A2,A2,A2,A0,A2,25.75,A0
A5395,A0,A0,A1,A1,56.0,A0,A2,A2,A2,A2,A2,A0,24.45,A0
A5396,A1,A0,A1,A1,33.0,A0,A2,A2,A2,A2,A1,A0,24.5,A1
A5397,A1,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A2,A0,20.45,A0
A5398,A1,A0,A0,A0,2.0,A0,A0,A0,A0,A0,A0,A0,74.9,A0
A5399,A0,A0,A0,A0,52.0,A1,A1,A1,A1,A1,A1,A1,63.9,A0
A5400,A0,A0,A0,A1,5.0,A2,A2,A2,A2,A2,A0,A0,20.2,A0
A5401,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.25,A0
A5402,A0,A0,A1,A1,7.0,A1,A1,A1,A0,A0,A0,A2,34.5,A1
A5403,A0,A0,A0,A0,70.0,A0,A0,A1,A1,A1,A1,A1,104.0,A1
A5404,A1,A1,A0,A1,1.0,A2,A0,A0,A0,A0,A0,A2,71.0,A1
A5405,A0,A0,A1,A1,18.0,A2,A1,A1,A1,A1,A0,A2,83.25,A0
A5406,A0,A0,A0,A0,15.0,A2,A0,A0,A1,A0,A0,A2,85.3,A0
A5407,A1,A0,A0,A0,1.0,A2,A0,A0,A1,A0,A0,A2,85.45,A1
A5408,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,69.35,
,A0,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A0,44.45,A0
A5410,A0,A0,A0,A1,71.0,A0,A0,A1,A1,A1,A1,A3,106.7,A0
A5411,A0,A0,A0,A0,62.0,A0,A0,A1,A0,A1,A2,A2,102.0,A1
A5412,A1,A0,A0,A0,6.0,A2,A0,A0,A1,A1,A0,A2,89.5,A1
A5413,A0,A0,A0,A0,3.0,A1,A1,A0,A0,A0,A0,A2,29.6,A1
A5414,A1,A0,A1,A0,21.0,A2,A0,A0,A0,A0,A2,A2,79.2,A0
A5415,A0,A0,A0,A0,35.0,A0,A0,A0,A1,A0,A0,A2,83.15,
A5416,A1,A0,A0,A0,71.0,A2,A1,A1,A1,A0,A1,A1,77.35,A0
A5417,A0,A0,A1,A1,35.0,A0,A1,A1,A0,A0,A1,A1,69.15,A0
,A0,A0,A0,A0,32.0,A2,A2,A2,A2,A2,A1,A3,20.05,A0
A5419,A1,A0,A1,A1,58.0,A1,A1,A0,A1,A1,A1,A1,55.5,A0
A5420,A1,A0,A1,A0,37.0,A0,A1,A0,A0,A1,A2,A0,72.1,A0
A5421,A0,A0,A0,A0,37.0,A0,A0,A1,A1,A0,A0,A2,91.15,A0
A5422,A1,A0,A1,A1,47.0,A2,A2,A2,A2,A2,A1,A1,20.05,A0
A5423,A1,A0,A0,A0,4.0,A0,A2,A2,A2,A2,A1,A1,25.3,A0
A5424,A0,A0,A0,A0,54.0,A2,A2,A2,A2,A2,A1,A0,20.0,A0
A5425,A0,A0,A0,A0,27.0,A0,A0,A0,A0,A0,A0,A2,81.3,A0
A5426,A1,A0,A1,A1,23.0,A2,A0,A1,A0,A0,A0,A0,84.4,A0
A5427,A1,A0,A1,A0,1.0,A2,A1,A1,A0,A0,A0,A0,53.55,A0
A5428,A0,A0,A0,A0,2.0,A1,A1,A0,A0,A0,A0,A2,25.05,A1
A5429,A0,A1,A1,A0,58.0,A0,A0,A1,A1,A1,A2,A2,108.85,A1
,A0,A0,A1,A0,,A2,A0,A0,A1,A1,A2,A2,95.8,A1
A5431,A0,A0,A1,A0,46.0,A2,A1,A1,A0,A0,A1,A0,65.65,A0
,A0,A0,A1,A1,59.0,A2,A2,A2,A2,A2,A1,A0,19.85,A0
A5433,A0,A0,A1,A1,50.0,A0,A2,A2,A2,A2,A1,A0,24.95,A0
A5434,A1,A0,A0,A0,,A2,A1,A0,A0,A0,A0,A0,45.3,A0
,A0,A1,A1,A0,31.0,A0,A0,A1,A1,A0,A0,A2,89.45,A0
A5436,A1,A0,A1,A1,72.0,A0,A1,A1,A0,A1,A1,A3,79.5,A0
A5437,A1,A1,A0,A0,56.0,A0,A1,A1,A0,A1,A1,A3,73.25,A0
A5438,A1,A0,A0,A0,48.0,A1,A1,A1,A1,A0,A0,A2,44.8,A0
A5439,A0,A0,A0,A0,72.0,A0,A0,A0,A1,A1,A2,A2,104.95,A0
A5440,A1,A0,A0,A0,47.0,A2,A2,A2,A2,A2,A1,A0,20.15,A0
A5441,A0,A0,A0,A0,8.0,A1,A1,A1,A0,A0,A0,A2,30.45,A1
A5442,A0,A0,A1,A0,29.0,A2,A0,A0,A0,A0,A0,A1,75.3,A0
A5443,A0,A0,A0,A0,,A0,A0,A0,A0,A0,A0,A2,80.45,A0
A5444,A1,A0,A1,A1,45.0,A0,A1,A1,A1,A0,A0,A0,81.3,A0
A5445,A1,A0,A1,A1,8.0,A2,A2,A2,A2,A2,A1,A0,19.85,A0
,A0,A0,A0,A0,54.0,A2,A0,A1,A1,A1,A2,A1,105.4,A1
A5447,A1,A0,A1,A0,67.0,A0,A1,A0,A1,A1,A1,A3,86.15,A0
,A1,A1,A1,A0,55.0,A0,A0,A0,A0,A0,A0,A2,90.45,A0
A5449,A0,A0,A0,A0,9.0,A2,A0,A0,A1,A1,A0,A2,94.05,A0
A5450,A0,A1,A0,A0,26.0,A0,A0,A0,A1,A1,A0,A2,93.6,A0
A5451,A0,A1,A1,A1,35.0,A2,A1,A0,A1,A1,A0,A2,76.05,A0
A5452,A0,A1,A1,A1,71.0,A2,A2,A2,A2,A2,A1,A1,19.8,A0
A5453,A0,A0,A1,A1,66.0,A2,A2,A2,A2,A2,A2,A2,20.35,A0
A5454,A0,A0,A1,A0,38.0,A1,A1,A1,A1,A1,A1,A3,60.0,A0
A5455,A1,A0,A1,A0,5.0,A2,A0,A1,A0,A1,A0,A0,88.9,
A5456,A1,A0,A1,A1,65.0,A0,A2,A2,A2,A2,A1,A1,26.0,A0
A5457,A1,A0,A0,A0,46.0,A2,A2,A2,A2,A2,A1,A2,21.1,A0
A5458,A1,A0,A0,A0,9.0,A2,A0,A0,A1,A1,A0,A3,90.8,A1
A5459,A1,A0,A0,A0,17.0,A0,A1,A0,A1,A0,A0,A0,69.0,A0
A5460,A1,A0,A0,A0,37.0,A2,A0,A0,A0,A0,A2,A2,80.05,A0
A5461,A1,A0,A1,A1,14.0,A2,A0,A0,A0,A1,A0,A3,80.9,
A5462,A1,A0,A1,A0,13.0,A2,A1,A0,A0,A0,A2,A2,43.8,A0
,A1,A0,A0,A0,28.0,A2,A1,A0,A0,A0,A0,A3,54.65,A0
A5464,A0,A1,A0,A0,1.0,A0,A0,A0,A0,A0,A0,A2,74.7,A1
A5465,A0,A0,A1,A0,66.0,A0,A0,A0,A1,A1,A2,A2,104.05,A1
A5466,A1,A1,A0,A0,43.0,A0,A0,A0,A1,A0,A0,A2,90.25,A0
,A0,A0,A1,A1,69.0,A2,A1,A1,A1,A1,A1,A3,80.65,A0
A5468,A0,A0,A1,A1,29.0,A0,A1,A1,A1,A0,A2,A3,69.05,A0
A5469,A0,A0,A1,A1,64.0,A1,A1,A1,A1,A1,A1,A3,60.05,A0
A5470,A0,A0,A0,A0,71.0,A0,A2,A2,A2,A2,A1,A3,25.55,A0
A5471,A1,A0,A1,A1,15.0,A2,A2,A2,A2,A2,A0,A0,20.05,A0
A5472,A0,A0,A0,A0,9.0,A0,A0,A0,A0,A0,A0,A2,76.25,A0
A5473,A1,A0,A1,A0,32.0,A2,A2,A2,A2,A2,A2,A0,19.3,A0
A5474,A0,A1,A1,A1,71.0,A2,A0,A1,A0,A0,A2,A3,86.7,A0
,A0,A0,A1,A0,17.0,A0,A0,A0,A0,A0,A0,A3,80.5,A0
A5476,A1,A0,A1,A0,37.0,A2,A2,A2,A2,A2,A2,A3,19.85,A0
A5477,A1,A0,A0,A0,4.0,A2,A1,A0,A0,A0,A0,A0,45.3,A1
A5478,A1,A0,A0,A0,23.0,A0,A2,A2,A2,A2,A2,A1,24.8,A0
A5479,A0,A0,A1,A1,17.0,A1,A1,A1,A1,A0,A2,A1,44.45,A0
A5480,A0,A0,A0,A0,24.0,A2,A0,A0,A0,A0,A0,A2,85.95,A0
A5481,A1,A0,A1,A0,52.0,A0,A0,A0,A1,A1,A0,A2,105.05,A1
A5482,A0,A0,A0,A0,1.0,A1,A1,A0,A0,A1,A0,A2,35.45,A1
A5483,A1,A0,A1,A0,23.0,A0,A0,A0,A0,A1,A0,A0,90.15,A0
A5484,A1,A1,A0,A0,3.0,A2,A0,A0,A0,A0,A0,A2,70.4,A1
A5485,A1,A0,A0,A0,3.0,A2,A0,A0,A0,A0,A0,A2,70.15,A0
A5486,A0,A0,A1,A1,22.0,A2,A2,A2,A2,A2,A2,A3,20.25,A0
A5487,A1,A0,A0,A1,9.0,A2,A1,A0,A1,A1,A0,A0,72.9,A1
A5488,A1,A0,A1,A1,58.0,A2,A0,A1,A1,A1,A2,A1,99.25,A0
A5489,A1,A0,A1,A0,71.0,A0,A2,A2,A2,A2,A1,A1,25.05,A0
A5490,A1,A1,A1,A0,2.0,A0,A0,A0,A0,A0,A0,A2,79.2,
A5491,A1,A1,A1,A1,70.0,A0,A0,A0,A1,A1,A2,A2,107.9,A0
A5492,A0,A0,A0,A0,14.0,A2,A0,A0,A0,A0,A0,A2,76.45,A0
A5493,A1,A1,A1,A0,38.0,A0,A0,A0,A0,A0,A0,A3,74.95,A1
A5494,A1,A0,A0,A0,11.0,A2,A1,A0,A0,A0,A0,A2,51.1,A0
A5495,A0,A0,A1,A1,18.0,A1,A1,A0,A0,A0,A0,A1,25.55,A0
A5496,A0,A0,A1,A0,47.0,A0,A0,A0,A1,A1,A2,A1,95.2,A0
A5497,A0,A0,A1,A0,70.0,A0,A0,A1,A1,A1,A2,A1,115.65,A1
A5498,A1,A0,A1,A0,47.0,A2,A1,A0,A1,A0,A0,A3,58.6,A0
A5499,A0,A0,A0,A0,3.0,A2,A0,A0,A0,A1,A0,A2,80.35,A0
A5500,A1,A1,A0,A0,5.0,A2,A0,A0,A0,A1,A0,A2,78.95,A1
A5501,A1,A0,A0,A0,16.0,A2,A2,A2,A2,A2,A2,A3,20.1,A0
A5502,A1,A0,A1,A1,34.0,A2,A2,A2,A2,A2,A0,A0,20.65,A0
A5503,A0,A1,A0,A0,16.0,A1,A1,A0,A1,A0,A0,A0,39.0,A1
A5504,A1,A0,A1,A0,62.0,A0,A1,A1,A1,A1,A1,A2,84.95,A0
A5505,A0,A0,A1,A0,53.0,A2,A2,A2,A2,A2,A1,A1,19.9,A0
A5506,A1,A0,A1,A0,4.0,A1,A1,A1,A0,A0,A0,A2,29.05,A0
A5507,A0,A0,A1,A1,31.0,A0,A1,A1,A0,A1,A2,A3,75.25,A0
A5508,A1,A0,A0,A0,6.0,A1,A1,A0,A1,A1,A0,A1,45.0,A0
A5509,A1,A0,A0,A0,6.0,A2,A1,A0,A0,A1,A0,A2,55.0,A0
A5510,A1,A0,A1,A0,17.0,A0,A1,A0,A1,A1,A0,A3,75.4,A0
A5511,A0,A0,A1,A0,54.0,A2,A0,A1,A1,A1,A1,A3,109.75,A1
A5512,A1,A0,A0,A0,3.0,A2,A0,A1,A1,A1,A0,A1,99.0,A1
A5513,A1,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A2,115.5,A0
A5514,A0,A1,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.05,
,A1,A0,A0,A0,12.0,A2,A1,A0,A0,A0,A0,A3,45.0,A0
A5516,A0,A1,A1,A0,24.0,A2,A0,A0,A1,A1,A0,A2,93.15,
A5517,A0,A1,A1,A1,68.0,A2,A2,A2,A2,A2,A2,A3,19.5,A0
A5518,A0,A0,A0,A0,40.0,A1,A1,A0,A0,A0,A2,A1,36.0,A0
A5519,A1,A0,A0,A0,44.0,A0,A1,A0,A0,A0,A0,A0,50.15,A0
A5520,A1,A0,A1,A0,59.0,A0,A0,A1,A1,A1,A2,A1,109.15,A0
A5521,A0,A0,A0,A0,45.0,A2,A1,A1,A0,A0,A0,A3,50.9,A0
A5522,A1,A1,A0,A0,1.0,A1,A1,A0,A0,A0,A0,A0,25.05,A1
A5523,A1,A1,A0,A0,14.0,A2,A0,A1,A0,A0,A0,A2,78.85,A0
A5524,A1,A0,A0,A0,6.0,A1,A1,A1,A0,A0,A0,A3,29.45,A0
A5525,A1,A0,A1,A1,16.0,A2,A0,A0,A0,A0,A0,A3,73.25,A0
,A1,A1,A0,A0,66.0,A0,A0,A0,A1,A1,A2,A1,102.85,
A5527,A0,A0,A1,A0,1.0,A2,A0,A0,A0,A0,A0,A1,75.35,A0
A5528,A1,A0,A0,A0,8.0,A2,A2,A2,A2,A2,A0,A0,19.2,A0
A5529,A0,A0,A0,A0,29.0,A0,A0,A0,A0,A1,A0,A2,84.9,A0
,A0,A0,A1,A1,42.0,A2,A2,A2,A2,A2,A2,A0,20.25,A0
A5531,A1,A0,A1,A1,5.0,A1,A1,A0,A0,A0,A0,A2,34.25,A0
A5532,A0,A1,A1,A0,59.0,A2,A0,A1,A0,A0,A2,A1,82.95,A0
A5533,A1,A0,A0,A0,15.0,A2,A1,A0,A0,A0,A0,A2,48.85,A0
A5534,A1,A0,A0,A1,16.0,A0,A0,A0,A0,A0,A2,A1,79.5,A0
A5535,A1,A0,A0,A0,12.0,A0,A0,A1,A0,A0,A0,A2,78.95,A1
A5536,A1,A0,A1,A1,48.0,A1,A1,A0,A0,A0,A0,A1,29.5,A0
A5537,A1,A1,A1,A0,20.0,A0,A0,A0,A1,A0,A0,A2,90.8,A1
,A0,A0,A0,A0,11.0,A2,A1,A0,A1,A0,A2,A2,61.25,A0
A5539,A1,A0,A0,A0,11.0,A2,A1,A0,A1,A1,A0,A0,70.5,
,A0,A0,A1,A0,50.0,A0,A0,A1,A0,A1,A0,A1,94.4,A0
A5541,A1,A0,A0,A0,15.0,A2,A1,A0,A0,A1,A0,A2,59.45,A1
A5542,A1,A1,A0,A0,60.0,A0,A0,A1,A1,A1,A2,A3,101.4,A0
A5543,A1,A0,A1,A1,61.0,A2,A2,A2,A2,A2,A0,A0,19.4,A1
A5544,A1,A0,A1,A0,72.0,A0,A1,A1,A1,A1,A1,A1,82.65,A0
A5545,A0,A0,A1,A1,23.0,A2,A1,A1,A0,A0,A2,A1,57.2,A0
A5546,A1,A0,A0,A0,13.0,A1,A1,A0,A0,A1,A0,A2,35.1,A1
A5547,A1,A0,A1,A0,51.0,A0,A0,A0,A1,A1,A2,A2,98.85,A0
A5548,A1,A1,A1,A0,43.0,A1,A1,A0,A1,A1,A0,A1,55.55,A1
A5549,A1,A0,A0,A0,1.0,A0,A0,A0,A0,A0,A0,A0,79.55,A1
A5550,A0,A0,A0,A0,22.0,A0,A0,A0,A1,A1,A0,A2,100.65,A0
A5551,A1,A0,A0,A0,6.0,A2,A0,A0,A0,A0,A0,A1,70.55,A0
A5552,A0,A0,A1,A1,31.0,A2,A2,A2,A2,A2,A0,A2,20.65,A0
A5553,A1,A0,A1,A0,4.0,A0,A0,A0,A1,A0,A0,A2,91.65,A1
A5554,A0,A0,A1,A1,72.0,A0,A1,A1,A1,A1,A1,A1,90.6,A0
A5555,A1,A1,A0,A0,56.0,A0,A0,A0,A1,A0,A1,A3,99.9,A0
A5556,A0,A0,A0,A0,41.0,A2,A2,A2,A2,A2,A1,A0,20.15,A0
A5557,A0,A0,A1,A1,29.0,A2,A2,A2,A2,A2,A0,A0,20.65,A0
A5558,A0,A0,A1,A1,11.0,A2,A1,A0,A1,A0,A0,A3,59.65,A0
A5559,A1,A0,A0,A0,31.0,A1,A1,A1,A0,A1,A1,A3,49.85,
A5560,A1,A0,A0,A1,7.0,A2,A0,A0,A0,A0,A0,A2,71.05,A0
A5561,A0,A0,A1,A0,65.0,A0,A0,A1,A1,A1,A0,A2,104.25,A0
A5562,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.95,A1
A5563,A1,A0,A0,A0,23.0,A2,A0,A0,A0,A0,A0,A3,83.2,A0
A5564,A0,A1,A0,A0,22.0,A0,A0,A0,A1,A0,A0,A3,90.5,A1
A5565,A1,A1,A1,A0,54.0,A0,A0,A1,A1,A1,A2,A3,115.6,A0
A5566,A0,A0,A1,A0,1.0,A2,A0,A0,A1,A0,A0,A2,84.8,A1
A5567,A0,A0,A1,A0,33.0,A0,A0,A0,A0,A1,A0,A2,93.35,A0
A5568,A0,A0,A0,A0,67.0,A2,A2,A2,A2,A2,A1,A3,20.5,A0
A5569,A0,A0,A1,A0,61.0,A0,A1,A1,A0,A1,A1,A3,80.8,A0
A5570,A1,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A0,A2,20.2,A0
A5571,A1,A0,A0,A0,30.0,A2,A1,A1,A1,A1,A2,A3,85.35,A1
A5572,A0,A1,A1,A0,35.0,A0,A0,A0,A1,A1,A0,A2,100.8,A0
A5573,A1,A0,A0,A0,17.0,A2,A0,A0,A1,A0,A0,A2,83.55,A0
A5574,A1,A0,A1,A1,39.0,A0,A0,A0,A1,A1,A0,A1,99.95,A0
A5575,A0,A0,A1,A1,72.0,A0,A0,A0,A1,A1,A1,A2,103.4,A1
A5576,A0,A0,A0,A0,45.0,A2,A1,A1,A1,A1,A0,A2,75.95,A0
A5577,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,75.8,A1
A5578,A0,A1,A0,A0,47.0,A0,A1,A0,A0,A0,A1,A3,59.6,
A5579,A1,A1,A1,A0,72.0,A0,A1,A1,A0,A1,A1,A3,78.45,A0
A5580,A1,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A2,43.8,A0
A5581,A0,A0,A0,A1,21.0,A2,A2,A2,A2,A2,A1,A0,19.6,A0
A5582,A0,A0,A1,A0,57.0,A2,A1,A1,A0,A0,A1,A2,59.75,A0
,A0,A0,A0,A0,65.0,A0,A2,A2,A2,A2,A1,A3,25.1,A0
A5584,A1,A0,A1,A1,35.0,A0,A2,A2,A2,A2,A1,A1,25.4,A0
,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,19.9,A1
A5586,A0,A0,A1,A0,70.0,A0,A2,A2,A2,A2,A1,A3,25.15,A0
A5587,A0,A0,A0,A0,3.0,A0,A0,A0,A1,A1,A0,A3,101.55,A1
A5588,A0,A0,A1,A0,50.0,A2,A2,A2,A2,A2,A1,A2,19.8,A0
A5589,A0,A0,A1,A1,7.0,A2,A1,A1,A0,A1,A0,A1,71.35,A0
A5590,A0,A0,A0,A0,19.0,A1,A1,A0,A0,A0,A0,A3,25.15,A0
A5591,A1,A0,A0,A0,40.0,A1,A1,A1,A1,A1,A2,A3,54.55,A0
A5592,A0,A0,A1,A1,34.0,A1,A1,A1,A0,A0,A2,A3,30.4,A0
A5593,A0,A0,A1,A1,52.0,A1,A1,A1,A0,A1,A2,A3,44.25,A0
A5594,A1,A0,A1,A1,12.0,A2,A2,A2,A2,A2,A0,A3,19.4,A0
A5595,A1,A0,A0,A0,21.0,A2,A1,A1,A1,A0,A1,A1,71.05,A0
A5596,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A0,69.4,A1
